=========================================================
   REPORTE DE CODIFICACION ARITMETICA ADAPTATIVA
=========================================================

MENSAJE ORIGINAL:
---------------------------------------------------------
darcyandthetwoheardhersweetestmakespraiseinelizabethcried.sensibleontheisaandionemarypainfulof.themydearbyyoushouldandknownmannersformore.toofsuchonhumourwereordersevenallhunsfordtooksuccess.wasforelizabethofsomewhatofyoufor.asisterheandhadorwethatshethatinthesaythatof.themanandthatshehadshefelti.shoulddonewasheveryinthesatmrapplying.weandwithasuchofnotallbingleynotbecareof.alreadyveryhavehimselfofasheawhichfatherwastake.arrivalofiamherformerlytohewhen.heinnothiselizabethresolvinggoingamcouldnotofseeing.marriedinmrshappinessmistakenherandthethatit.wayevensuretowitnessedeveryagreeableonlettersawjames.leastandheyouthoughthetohouseacannotbecause.stillquestionashasandwithanmeonly.lethadourselvesgreatlyideauponhedid.agreeablemrrestofalltheprotectionyoumaymeditationlongbournhave.mrbeinfirstistosheafraidfewobeyed.inottoihadabletonotsuchhis.familyseeingihightheunlesselizabethnotcharlottetook.iswithoutwithmorewasallhimselfelizabethhasitandthem.bythereforeinstantlythatgoodallendaresayretrenched.hebehisagainisinoncolonelmissbingleyseen.nottobeopenedcharactersgetmothertoldmymanasome.situationveryhisawayanticipatingnatureaseenseetowards.shouldsurvivorofwascaneyesprocesswastheaffectionopening.tocallingherladyshiphisinelizabethbeayouwewouldwith.ofthesincebennetofmrsmeiwhat.isorryintothemeelizabethhisregardhers.hehadandanetherfielddarcyopinionsgreatthesupposing.satbeensupportrationallycouldnotwasawas.inastowholeshehadnotthosemind.manyatlastbourghofonecongratulationswouldbe.amreachedtoisanditisallhopeinterestingamost.moneynotknowthatpardonfootlightsnothingbut.wascomplimenttoherhadnotforwere.likelynototheraveryofthethinkrememberlife.herdreadfulwickhamwereandsisterfirstofsomehousekeeperofhehad.hisnotturningrenewedroomsnoonehisintherechanced.countryitviciousveryhadbeenhismemorythemorningto.didofreservedlydiaeffectualawaywithoutrunning.poundswholebeforeillbespotsagaintointoat.herrightmindmeimattersrealgirl.beforeendeavourlongthehimflattermuchequallyperceivedtowhich.assoonwasalwayspurseshadchaptertheremei.thatsensibledegreeofmytowhichbuttothe.notthinkcarrysheandtheoverheardwithamiserlyagain.

TOTAL DE SIMBOLOS:
---------------------------------------------------------
2106 simbolos

PROCESO DE CODIFICACION:
----------------------------------------------------------------------------------------------------------------------------
PASO    SIMBOLO        INF. ANTERIOR       SUP. ANTERIOR       NUEVO INF.          NUEVO SUP.
----------------------------------------------------------------------------------------------------------------------------
1       d              0.0000000000        1.0000000000        0.1538461538        0.1923076923
2       a              0.1538461538        0.1923076923        0.1552706553        0.1566951567
3       r              0.1552706553        0.1566951567        0.1562881563        0.1563390313
4       c              0.1562881563        0.1563390313        0.1562951735        0.1562969278
5       y              0.1562951735        0.1562969278        0.1562968109        0.1562968694
6       a              0.1562968109        0.1562968694        0.1562968128        0.1562968166
7       n              0.1562968128        0.1562968166        0.1562968149        0.1562968150
8       d              0.1562968149        0.1562968150        0.1562968149        0.1562968149
9       t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
10      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
11      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
12      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
13      w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
14      o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
15      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
16      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
17      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
18      r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
19      d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
20      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
21      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
22      r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
23      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
24      w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
25      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
26      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
27      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
28      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
29      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
30      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
31      m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
32      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
33      k              0.1562968149        0.1562968149        0.1562968149        0.1562968149
34      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
35      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
36      p              0.1562968149        0.1562968149        0.1562968149        0.1562968149
37      r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
38      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
39      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
40      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
41      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
42      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
43      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
44      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
45      l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
46      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
47      z              0.1562968149        0.1562968149        0.1562968149        0.1562968149
48      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
49      b              0.1562968149        0.1562968149        0.1562968149        0.1562968149
50      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
51      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
52      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
53      c              0.1562968149        0.1562968149        0.1562968149        0.1562968149
54      r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
55      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
56      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
57      d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
58      .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
59      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
60      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
61      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
62      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
63      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
64      b              0.1562968149        0.1562968149        0.1562968149        0.1562968149
65      l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
66      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
67      o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
68      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
69      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
70      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
71      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
72      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
73      s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
74      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
75      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
76      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
77      d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
78      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
79      o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
80      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
81      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
82      m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
83      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
84      r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
85      y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
86      p              0.1562968149        0.1562968149        0.1562968149        0.1562968149
87      a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
88      i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
89      n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
90      f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
91      u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
92      l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
93      o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
94      f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
95      .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
96      t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
97      h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
98      e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
99      m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
100     y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
101     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
102     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
103     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
104     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
105     b              0.1562968149        0.1562968149        0.1562968149        0.1562968149
106     y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
107     y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
108     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
109     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
110     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
111     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
112     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
113     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
114     l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
115     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
116     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
117     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
118     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
119     k              0.1562968149        0.1562968149        0.1562968149        0.1562968149
120     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
121     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
122     w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
123     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
124     m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
125     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
126     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
127     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
128     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
129     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
130     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
131     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
132     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
133     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
134     m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
135     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
136     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
137     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
138     .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
139     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
140     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
141     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
142     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
143     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
144     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
145     c              0.1562968149        0.1562968149        0.1562968149        0.1562968149
146     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
147     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
148     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
149     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
150     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
151     m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
152     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
153     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
154     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
155     w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
156     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
157     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
158     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
159     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
160     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
161     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
162     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
163     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
164     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
165     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
166     v              0.1562968149        0.1562968149        0.1562968149        0.1562968149
167     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
168     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
169     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
170     l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
171     l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
172     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
173     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
174     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
175     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
176     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
177     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
178     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
179     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
180     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
181     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
182     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
183     k              0.1562968149        0.1562968149        0.1562968149        0.1562968149
184     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
185     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
186     c              0.1562968149        0.1562968149        0.1562968149        0.1562968149
187     c              0.1562968149        0.1562968149        0.1562968149        0.1562968149
188     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
189     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
190     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
191     .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
192     w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
193     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
194     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
195     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
196     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
197     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
198     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
199     l              0.1562968149        0.1562968149        0.1562968149        0.1562968149
200     i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
201     z              0.1562968149        0.1562968149        0.1562968149        0.1562968149
202     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
203     b              0.1562968149        0.1562968149        0.1562968149        0.1562968149
204     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
205     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
206     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
207     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
208     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
209     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
210     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
211     m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
212     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
213     w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
214     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
215     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
216     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
217     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
218     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
219     y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
220     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
221     u              0.1562968149        0.1562968149        0.1562968149        0.1562968149
222     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
223     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
224     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
225     .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
226     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
227     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
228     i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
229     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
230     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
231     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
232     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
233     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
234     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
235     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
236     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
237     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
238     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
239     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
240     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
241     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
242     r              0.1562968149        0.1562968149        0.1562968149        0.1562968149
243     w              0.1562968149        0.1562968149        0.1562968149        0.1562968149
244     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
245     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
246     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
247     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
248     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
249     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
250     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
251     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
252     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
253     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
254     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
255     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
256     i              0.1562968149        0.1562968149        0.1562968149        0.1562968149
257     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
258     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
259     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
260     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
261     s              0.1562968149        0.1562968149        0.1562968149        0.1562968149
262     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
263     y              0.1562968149        0.1562968149        0.1562968149        0.1562968149
264     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
265     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
266     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
267     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
268     o              0.1562968149        0.1562968149        0.1562968149        0.1562968149
269     f              0.1562968149        0.1562968149        0.1562968149        0.1562968149
270     .              0.1562968149        0.1562968149        0.1562968149        0.1562968149
271     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
272     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
273     e              0.1562968149        0.1562968149        0.1562968149        0.1562968149
274     m              0.1562968149        0.1562968149        0.1562968149        0.1562968149
275     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
276     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
277     a              0.1562968149        0.1562968149        0.1562968149        0.1562968149
278     n              0.1562968149        0.1562968149        0.1562968149        0.1562968149
279     d              0.1562968149        0.1562968149        0.1562968149        0.1562968149
280     t              0.1562968149        0.1562968149        0.1562968149        0.1562968149
281     h              0.1562968149        0.1562968149        0.1562968149        0.1562968149
